Latitude,Longitude,Sample Date,blue,green,red,nir,swir16,swir22,NDVI,NDMI,MNDWI,NDWI,NBR
-28.760833,17.730278,02-01-2011,8889.0,9603.0,9134.5,8194.0,7743.5,7703.0,-0.054274749689817,0.0282666666666664,0.1071974173464381,0.0791706467382138,0.0308863307542301
-26.861111,28.884722,03-01-2011,8691.0,9550.0,9241.5,17658.5,13746.5,10574.0,0.3128996282527869,0.1245661518866418,-0.1801343549460211,-0.2980134884319227,0.2509342070309032
-26.45,28.085833,03-01-2011,9502.5,10720.0,12540.0,15210.0,17974.0,14201.0,0.0962162162162158,-0.0832931533269042,-0.2528054645570494,-0.1731585036637093,0.0343068919791913
-27.671111,27.236944,03-01-2011,8165.0,8250.0,8053.0,9244.0,8273.0,7882.0,0.0688558709602817,0.0554318661871321,-0.0013919990316528,-0.0568194809649019,0.0795282027326866
-27.356667,27.286389,03-01-2011,13719.0,14628.0,14916.5,19240.0,18799.0,15277.0,0.1265791284235793,0.0115933647046452,-0.1247793699703828,-0.1361757411125542,0.1148129907002343
-27.01011111,26.69808333,04-01-2011,8555.0,9305.0,9014.5,13376.5,10536.5,8924.0,0.1948104148988424,0.1187638522979127,-0.0620668800241914,-0.1795075281617169,0.1996592004663563
-25.127778,27.628889,04-01-2011,8683.0,9521.5,9474.0,14491.5,14619.0,11486.5,0.2093634599737113,-0.0043798629360539,-0.2111596694351807,-0.2069712239203756,0.115674801755331
-25.20639,27.558,04-01-2011,8748.0,9334.5,9063.0,13336.5,9791.5,8555.5,0.1907855086051019,0.1532774126599786,-0.0238941754679492,-0.1765250760883941,0.218390279554174
-24.69514,27.40906,04-01-2011,4384.0,4824.5,4604.5,6639.0,5486.5,4691.0,0.1809489927513658,0.0950476269019826,-0.0642032780525646,-0.1582849914947428,0.171932921447483
-26.98472222,26.63227778,04-01-2011,9115.5,10109.5,10227.0,15619.0,14906.0,12737.5,0.2086202894064837,0.0233579033579032,-0.1917411205052859,-0.2141399615212693,0.1016169132297706
-28.141944,26.417778,04-01-2011,9371.0,10588.0,10781.0,14910.5,10154.0,8636.5,0.1607340949341215,0.1897703923876391,0.0209237296307008,-0.1695197756730781,0.2664458317407727
-27.398611,26.614722,04-01-2011,8959.0,9853.0,9939.0,16111.0,14045.0,11547.0,0.2369289827255269,0.0685104125215543,-0.1754121683822906,-0.2410260360499143,0.1650155470388308
-33.501667,21.624167,04-01-2011,,,,,,,,,,,
-32.502778,19.535833,04-01-2011,10646.0,12285.5,14150.0,17307.5,20124.0,17505.0,0.1003735198283395,-0.0752441125789774,-0.2418580971628681,-0.1697022944615275,-0.0056732495511669
-25.45963889,28.26430556,04-01-2011,9139.0,9926.0,11096.0,13959.0,15156.5,12552.5,0.1142686090600674,-0.0411292953924884,-0.2085318449117902,-0.1688507431442321,0.0530524489372534
-27.495556,26.074722,04-01-2011,10014.0,11850.0,13365.5,18568.0,21481.0,18952.0,0.162916686238589,-0.0727358985243075,-0.2889502265158552,-0.2208560720625938,-0.0102345415778251
-26.648056,27.089444,05-01-2011,8535.0,9597.0,8963.5,19310.5,12954.5,9447.5,0.3659545872533056,0.1969936463660307,-0.1488814491275518,-0.3360200639972314,0.3429654357048461
-26.970278,27.211111,05-01-2011,4084.0,4310.5,4125.0,4047.5,3892.5,3711.0,-0.0094830223309879,0.0195214105793448,0.0509569669633054,0.0314668581000235,0.0433717857833338
-27.38972222,26.46388889,05-01-2011,9610.5,10324.0,10453.0,10958.5,10769.0,10431.0,0.0236088083506525,0.0087216660913588,-0.021097046413502,-0.0298132268295546,0.0246616330442505
-27.044444,27.005,05-01-2011,9004.0,10072.0,9999.5,17439.0,16747.5,12545.5,0.271133626109298,0.020227282699311,-0.2489047148529978,-0.267783795572679,0.1632009871767074
-30.830556,26.921389,06-01-2011,8889.0,9640.0,9638.0,12845.0,10285.5,9020.0,0.1426411066138854,0.1106547631914567,-0.0323956738852222,-0.1425394707582827,0.1749371141093063
-27.00222,28.76528,06-01-2011,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,0.159562333657217,0.0268804130268054,-0.1460357323816441,-0.1722400170830657,0.1213105378189018
-27.02314,28.59389,06-01-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.0511366235191874,-0.0198112280011797,-0.070876048462255,0.1142032920414045
-30.679722,26.7125,06-01-2011,8518.5,8966.5,9016.0,10973.5,7961.0,7748.0,0.0979264113659666,0.1591011117272695,0.0594003839905475,-0.1006519558676023,0.172288545255454
-30.160091,27.40124,06-01-2011,9521.0,10740.0,11418.5,15444.5,15113.5,11890.5,0.1498715705617386,0.0108318607238693,-0.1691647165760915,-0.1796673604613409,0.1300164624108281
-32.595833,19.009444,06-01-2011,9109.0,9948.0,10444.5,15783.0,13955.0,11629.0,0.2035458964826987,0.0614701728428271,-0.1676358616073289,-0.2267692666433476,0.1515394717641903
-25.99136,27.84208,10-01-2011,10629.0,11771.5,11898.0,18631.5,16495.0,12815.0,0.2205571660197506,0.0608230253512303,-0.1671059381246346,-0.2256356280630193,0.184964940454422
-26.73806,27.59194,10-01-2011,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,0.0071189163735076,0.066060694912769,0.0702860478692348,0.0042450634020759,0.0801865771413287
-26.45,28.085833,10-01-2011,9502.5,10720.0,12540.0,15210.0,17974.0,14201.0,0.0962162162162158,-0.0832931533269042,-0.2528054645570494,-0.1731585036637093,0.0343068919791913
-30.86013889,29.07125,10-01-2011,9396.0,10724.5,11634.0,14558.0,11450.0,10000.5,0.1116371411117894,0.1195016917871419,-0.0327177613925904,-0.1516266192030054,0.1855772950302331
-27.356667,27.286389,10-01-2011,13719.0,14628.0,14916.5,19240.0,18799.0,15277.0,0.1265791284235793,0.0115933647046452,-0.1247793699703828,-0.1361757411125542,0.1148129907002343
-27.01011111,26.69808333,11-01-2011,8555.0,9305.0,9014.5,13376.5,10536.5,8924.0,0.1948104148988424,0.1187638522979127,-0.0620668800241914,-0.1795075281617169,0.1996592004663563
-25.73411,27.21422,11-01-2011,16362.5,17765.0,17879.5,21914.0,22170.5,17965.5,0.1013859047331848,-0.005818371536481,-0.1103153835559837,-0.1045641271201388,0.0990107699444574
-26.98472222,26.63227778,11-01-2011,9115.5,10109.5,10227.0,15619.0,14906.0,12737.5,0.2086202894064837,0.0233579033579032,-0.1917411205052859,-0.2141399615212693,0.1016169132297706
-27.398611,26.614722,11-01-2011,8959.0,9853.0,9939.0,16111.0,14045.0,11547.0,0.2369289827255269,0.0685104125215543,-0.1754121683822906,-0.2410260360499143,0.1650155470388308
-27.671111,27.236944,11-01-2011,8165.0,8250.0,8053.0,9244.0,8273.0,7882.0,0.0688558709602817,0.0554318661871321,-0.0013919990316528,-0.0568194809649019,0.0795282027326866
-29.160278,26.573333,11-01-2011,8892.0,9791.0,9761.0,15215.0,13390.0,11085.5,0.2183696348494546,0.063800034958923,-0.155256460031922,-0.2169079420938966,0.1570122241022028
-34.250556,20.9925,11-01-2011,8456.0,9019.0,9192.0,12323.0,13161.0,10800.5,0.1455263769463158,-0.0328833778056818,-0.1867448151487818,-0.1548121075812943,0.0658421086773193
-25.45963889,28.26430556,11-01-2011,9139.0,9926.0,11096.0,13959.0,15156.5,12552.5,0.1142686090600674,-0.0411292953924884,-0.2085318449117902,-0.1688507431442321,0.0530524489372534
-25.81048333,27.90955222,12-01-2011,8693.0,9753.0,9553.5,16870.5,13408.0,10257.0,0.2769073569482279,0.1143550704295123,-0.1578083847847668,-0.267339005014366,0.2437931987835213
-27.273889,28.49,12-01-2011,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,0.134564522435086,0.1420766292394946,-0.0111599225081174,-0.152993969990183,0.2023983620941786
-27.4275,28.525833,12-01-2011,9231.0,10794.0,11296.0,16767.0,18026.5,15340.5,0.194954210169974,-0.0361992900972881,-0.2509498447285778,-0.2167192772395769,0.0444288717589346
-28.883333,27.89,12-01-2011,8787.0,9491.0,9408.0,16227.0,12407.5,9783.0,0.2660035108250428,0.1333880458887002,-0.1331826380802332,-0.2619177229955663,0.2477508650519022
-27.00222,28.76528,13-01-2011,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,0.159562333657217,0.0268804130268054,-0.1460357323816441,-0.1722400170830657,0.1213105378189018
-27.02314,28.59389,13-01-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.0511366235191874,-0.0198112280011797,-0.070876048462255,0.1142032920414045
-30.534167,24.961944,13-01-2011,9715.0,10561.0,10916.5,14489.5,14940.5,12882.0,0.1406360702196326,-0.0153244988107372,-0.1717349959806279,-0.1568232171014544,0.0587289699139613
-28.460833,21.248889,13-01-2011,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,0.0555274383630971,0.0949523738093448,-0.000850146183673,-0.09579478711227,0.1388785958069229
-29.658056,25.973333,14-01-2011,65535.0,65535.0,65535.0,27608.5,65535.0,23743.0,-0.4071835393774118,-0.4071835393774118,0.0,0.4071835393774118,0.0752753084135807
-28.760833,17.730278,16-01-2011,9557.0,11426.0,12802.0,11190.0,7687.5,7645.0,-0.0671890630210067,0.1855383392928079,0.1955947367044225,0.0104350902016271,0.1882134324396061
-25.513889,31.224444,17-01-2011,8666.5,9732.0,9507.0,17837.5,13539.0,10302.0,0.3046499296019298,0.1369974343856066,-0.163594173005027,-0.294002430221802,0.2677908278398683
-26.861111,28.884722,17-01-2011,8691.0,9550.0,9241.5,17658.5,13746.5,10574.0,0.3128996282527869,0.1245661518866418,-0.1801343549460211,-0.2980134884319227,0.2509342070309032
-31.554722,29.245556,17-01-2011,10825.5,11261.0,10833.0,20186.5,14131.0,10876.0,0.3015361304985564,0.1764551613608212,-0.1130277252678004,-0.2838222434215747,0.2997344064386308
-28.058889,30.373611,17-01-2011,8452.5,9326.0,9431.0,14514.0,12189.5,9706.0,0.2122781373982033,0.087048514239706,-0.1330900978364428,-0.2176174496644286,0.1985136251032196
-25.127778,27.628889,18-01-2011,4984.0,5189.5,5122.0,7814.0,6664.0,5222.0,0.208101422387135,0.0794308606161066,-0.1243936390095741,-0.2018302764640273,0.1988339981589429
-25.20639,27.558,18-01-2011,10039.0,10466.5,9985.0,14137.5,10315.5,8536.0,0.1721421909006107,0.1562998405103662,0.0072659031854489,-0.1492033815639727,0.2470505215339482
-24.69514,27.40906,18-01-2011,9921.0,10647.0,10524.0,15543.0,11919.5,9642.5,0.1925422948555638,0.1319435593991802,-0.0563888950435377,-0.186941580756013,0.2342816303031497
-25.681111,31.783333,18-01-2011,65535.0,29331.0,29783.5,33388.5,65535.0,27147.0,0.0570664218324573,-0.3249632291619278,-0.3816330402884064,-0.0646927988902971,0.1031047897514679
-27.802778,28.768333,18-01-2011,8857.5,9803.5,9811.5,12128.5,9325.0,8486.0,0.1056061987237916,0.1306779779523148,0.0250150299291631,-0.1060094838592007,0.1766960149409387
-27.398611,26.614722,18-01-2011,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,0.2101866115476855,0.0950120860313704,-0.111660164716081,-0.2045026686074713,0.1972298313978155
-31.104278,29.399722,18-01-2011,,,,,,,,,,,
-31.396,29.2651,18-01-2011,9865.0,11142.5,12570.0,13604.0,8819.0,8402.0,0.0395048521433482,0.213396958480131,0.1163990682062965,-0.0994686117228695,0.2363900754339715
-33.38056,19.30167,18-01-2011,9572.0,10665.5,11320.5,15820.0,16377.5,13975.0,0.16578544978906,-0.0173150089292646,-0.2112191694708419,-0.1946159219195401,0.0619231414666888
-33.31388889,19.07472222,18-01-2011,8765.0,9546.5,9965.0,13162.5,12786.0,10889.0,0.1382553237487833,0.014509509220186,-0.1450576514049025,-0.1592320225461264,0.0945263289191938
-27.495556,26.074722,18-01-2011,9490.5,11044.5,11540.5,17937.5,18143.5,14152.5,0.2170092950675072,-0.0057093761259388,-0.2432163902973816,-0.2378372783106747,0.1179495169834835
-24.39619444,27.08983333,19-01-2011,,,,,,,,,,,
